Message,Date
"jbeck....I like TLX 4 cyl much V6 version. like power V6 more, though. Good luck choice. fun shopping.",September 2014
"2015-A6 3.0 supercharged test drive. Prem pack, Bose, nav - non sport - 18 seasons. Got service done s4 yday/today left 15 a6 32 miles car loner. First audi interiors amazing a6 extra cushie compared s4 summer slicks. Nice highway cruiser - bit boat turns. Pickup 3.0 smooth dramatic even dynamic mode. Infact made wonder slow unsporty 2.0 would be- car huge. drove car approx 20 miles - say maybe 10-15 years older would cup tee juncture. observations - sat A3, doors seemed little tinnie overall car pretty impressive would certainly take look car considering. layout simple seems like great commuter car 2.0 form. trunk also huge compact. S6 - saw one blacked (optic pack?) form - attractive. Glad s4 back- small puncture fixed rear tire.",August 2014
sweendogy - liked S4? good day day commuter sports car?,August 2014
@jbeck5 - Joel? s4 good commuter traffic 4k miles. drive total 20 miles day- decent gas traffic I'm getting 18-19 city- I'm able drive traffic free get 27 - I've seen 30 once. flog time time I'm guessing could prob little better. Great stereo - seats nice firm- wish full leather (prob thing would change) - car rides rails even girth get around twists little drama(sport diff def works). good rig thus far.,August 2014
thanks info. 19 inch wheels? car test drove 19's low profile (35 series continentals.,August 2014
"no, Joel.",August 2014
"@jbeck5‌ Yes 2 sets actually Summer Hartmann S5 Alloys https://us.v-cdn.net/5021145/uploads/editor/lz/yx31v9ljxg6g.jpg 35 Continental Extreme Contact 255's - 19s, see pix & Original 5 spoke OEM Dunlop Supersport Winter tires 18s. Sticks well summer winter.",August 2014
null @ sorry know Joel beck thought could,August 2014
problem - thanks info. Glad hear like S4. decide days.,August 2014
"former S4 owner. guess situation either get lucky S4, don't. didn't. Quattro system would 'bind"". Audi said could fix it,but couldn't. gremlins. annoyed Audi rep handled situation. Audi ended buying back. MPG 18-19 MPG town...mid 20s interstate. kept foot time, though. Wished turned better. Fun car drive ran right, though. many problems.",August 2014
hard push Audi buy car back?,August 2014
"FN....They NEVER want buy back car. Regional Rep real pain work bordered total ignorance products represented. able find bosses name location, contacted things moved quickly that.",August 2014
"Happens brands, Bimmerfest guy bought new 535d complaint pulled right, BMW dealer 4 times found nothing wrong it. decided make couple videos seen car pull right hard 535d did. area rep like yours, everything spec.. Someone BF gave guy contact person BMW NA sent video's documents area rep dealer. 3 days later got phone call BMW NA instructed bring car dealer, BMW bought car got another one. sure Reps jerks play games...",August 2014
saw 535 highway once- though nice moving me-,August 2014
"FN....if regional guy act like like total tool, might considered replacing another Audi. However, since bought back, I've read couple trade rags mentioned test Audis Quattro would bind. Towards end ownership S4, felt like one wheels locked whenever went around corner. BMW dealer always helpful, Acura dealer is, too. lot two favorite car brands.",August 2014
"GG, caught latest pile car mags weekend. one recap LT test S7, one issues sort binding. sounds like issue. point, sounds like ""feature"" ""bug"".",August 2014
"Reps jerks paid employers jerks. job make sure manufacturer overpaying warranty repairs, goodwill, et al. likely get bonuses based much money save company.",August 2014
"Robr2.....seems counter intuitive. Tick customer base, ever shop product",August 2014
ways protecting manufacture jerk called diplomacy. GC stated want piss customers wont job.,August 2014
"I'm 3 ""flagged"" posts - mean, hosts?",August 2014
"say right. way is. rep job performance measured goals set company. simply bought back every car people felt lemon, he'd job quickly. Besides, customer dealer consumer. IIRC, bought offending rep's territory? case, buyback would come budget district get credit original sale. went original dealer, everything handled.",August 2014
"Robr2....yes, true. Bought outside servicing dealers' territory. Bought Chicago....serviced Cincinnati. saved $4K car that. Plus, selling dealer went great legnths explaining Audi values customer, warranty work/service would gladly done Audi dealer country. I've bought enough cars understand happened. probably right. rep operating idea car bought outside territory (not totally sure though, given Audi Central Region based Chicago...not sure OH included that). However, that's case seeing forrest trees. acknowledged problem. said Audi fix. never did, did, work. local dealerships (Audi recommended try both) diagnosed way. said problem. one could would fix it. issues car, however....not Quattro binding. one point, Audi Customer Service Rep even said serviced dealer buy from, could issue. I've always thought that, that's first time heard actual manufacturer's representative admit it. said, would imagine happen. procedure account this....some sort paper trail account something like this. So, go Audi, telling care buy cars, long buy them. But, reality, least case, unless buy dealership closest you, geographically, might issues getting car fixed. must fine print somewhere missed. get wrong. taking you, Robr2. brought lot bad feelings brand, dealerships, etc they'd rather fight focus energies fixing S4. opportunity keep/save customer. made concious decision act like jerks instead.",August 2014
"Presuming post ad Amsoil, cast doubts host's parenthood, suspect another member might confusing ""flag"" ""bookmark"" ""save later"" such. flag bring either abuse spam host's attention review. bad?",August 2014
"according Rep, get transferred car warranty. Audi wont cover it? Nice....",August 2014
sums up.,August 2014
flag bring either abuse spam host's attention review. bad? spam/-abuse / least 3 flags (which allow see said posts) get let offender see flagger.,August 2014
"@ audi problem - could see frustration customer service would slight brand. bought certified honda another state finding great deal, clean car fox all. 250 miles started leaking fluids, opened hood found piece lower bumper lodged engine well- along poorly done overspray underneath plastic bits. 3 weeks ownership took local dealer 200 miles bought it. confirmed worse fears car major frontal never given honda certified status- Honda help said would investigate, could family car promptly drove 200 miles- documentation dealer- detailed letter lawyer threat sue- detailed expenses incurred -homework done new model, honda reference numbers said case best cop buddy friend (to restrain me) . 2 hours almost black eye walked total cost used car including 1k said expenses- also given heavily discounted new car 3 years runs like top. Love Honda hate certain queens honda dealer northern blvd- said HOnda want hear problem either.",August 2014
"would interesting find much Honda(if any) actually hook certified car entirely individual dealers customer. Seems like use name ""Honda"" certified would partially liable. matter luxury certified programs well.",August 2014
@sweendogy‌ Paragon?,August 2014
"manufacturer certified, hook, new car. legally fully liable dealer's misconduct, like following procedures, liability. happy collect franchise fees, assume part responsibility comes name. said, legal liability smart business.",August 2014
@nyccarguy‌,August 2014
"here's rather negative review TLX: https://autos.yahoo.com/blogs/motoramic/driving-the-2015-acura-tlx--the-smooth-jazz-station-in-a-rock--n-roll-town-184506835.html FWIW, Peter DeLorenzo slagged week too.",August 2014
read well. Doubt I'd considering case...,August 2014
"think I'm used communicative steering my2002, E36, E90, and(dare say it?) Mazdaspeed 3. want know exactly going contact patches F30 essentially mute respect. I'm still hoping steering M235i M3 improvement.",August 2014
"Gotta say...if guy can't tell difference 4 cyl 6 cyl, can't take seriously. obvious me.",August 2014
"weird review. GG certainly different opinion. But, bottom line, stuff seems slamming likely big hit ton buyers. Especially combined price (especially per feature basis) better Euro competitors. Plus, suspect many buyers segment looking sport aspect sport sedan. know based review, would keep list.",August 2014
"Love Michael Dunlop able take BMW's new Sport Bike win Isle Mann TT.. (https://us.v-cdn.net/5021145/uploads/editor/h9/aeybuut1td5w.jpg """")",August 2014
"I'm NJ swapper. care drive wheels are, snow tires important me.",August 2014
distinct minority.,August 2014
"I'm sure is. I'm sure know, know, care share data?",August 2014
"appears Car Driver added Kia K900 fleet cars, short review it. caranddriver.com/reviews/2015-kia-k900-v-8-long-term-test-introduction-review",August 2014
"live area gets weather similar NJ (minus tropical storm/hurricanes). live small development 35 houses. I'm one runs winter tires. people buy AWD, go all-seasons. Even die-hard winter tire fan like me... put AWD vehicles..",August 2014
"looks like Kia cut deal Ford buy tooling dashboard next Town Car Ford decided build thing. $60,000 Kia must tough sensibilities usual Walmart shoppers.",August 2014
"@qbrozen @stickguy - seems spot as- ""Winter tire shipments U.S. stagnated past years 4 5 percent aftermarket passenger tire shipments. Looking legitimate ""snow belt"" areas, percentage still estimated 8 9 percent."" @flightnurse - deflector shields down, change topic quick. new fake buying experiences local vw talk about, check Beemer fest oddball fact. slick rick. read http://www.tirebusiness.com/article/20131122/NEWS/131129969/industry-groups-promote-winter-tires-to-motorists",August 2014
"FN.....interesting review Kia. Like Equus, think I've seen one street around here. Unfortunately, Kia dealership near probably kind place would go buy $60,000 car. Pretty big difference walking BMW, Acura, Mercedes, Infiniti dealership buying car walking Kia dealership.",August 2014
"live ""neck 'o woods"". can't remember last time bought snow tire. bad feel RWD, AWD, FWD car can't make shoes has, want need weather. sort weather happens every 2-3 years around here, though. Come think it, I've driven worse weather bald, skinny tires younger much less intelligent. really nice Datsun 240Z (bought used) MGB GT (bought used) one point. Used drive snow muck. sure I'd attempt today. But, done nerves brains.",August 2014
"live Boston 3 vehicles (including AWD Explorer) wear snow shows. travel New England job I'd rather get stuck Burlington, VT inches drop I'm there. Further, ski thing. drives use snow tires keeping OEM rims salt muck. Even waxed, take get damaged winter.",August 2014
amusing article actually.,August 2014
I've Burlington times mind getting stuck there. course winter time.,August 2014
"Like RobR, live Boston area life long skier (including VT, ME, NH). Jag XK, always driven (fun!) FWD cars. '05 Acura TL, never snows always survived thrived white gold. But, TL sub-standard respect, first time felt need snow shoes. Got Dunlop WinterSports mounted (on sale) alloys winter Tire Rack, el swappo winter/summer. Big improvement, snow problem solved. Then, course, traded TL Jag XK. natural progression, happens time. OEM Dunlop Summer tires made even saying word ""snow"" loud dangerous thing! First 1/8"" snowfall get mildly steep driveway. Luckily, SUV garage rescue... But, constant life change, grow buy eminently sensible pair shoes ride enjoy. AWD, big RWD bias Conti seasons. Handled past winter's best aplomb. But, next sled RWD, hesitate buy another set winter tires, probably rims. And, FN, lived Burlington bit one winter. Oh, long ago... Lovely city, winter time last long time! And, understand it, due topography mountains Lake Champlain, sunniest cities. But, place gave birth Ben Jerry's 10 book!",August 2014
"last time used snow tires radial tires even became common. Growing Michigan nothing rear wheel drive cars bias ply tires necessity. lived snow belt life needed used snow tires past 40 least. Nobody neighborhood uses relatives. toys nobody room garage anymore. Half people can't even fit two cars two car garage. FN..reading comments Bimmerfest extrapolating general population referencing small select sample population. Hardly reference work use get overall picture reality. Living AZ certainly give lot direct knowledge nations snow tire use either. lot people live snow country also run summer tires sports cars also change snows winter? Probably. majority? really knows. even majority group does, still says nothing 99%. Definitive statements need facts direct relevant knowledge.",August 2014
"reference Bimmerfest sample, never stated wise. modern cars today RWD elec nannies make drive-able snow correct tires. fact manufactures telling people need AWD true 25 yrs ago, technology changed this.",August 2014
"LD...FN.....I see RWD snow tires must, depending geographic locale type car (no way either former Mustang GT RX8 would budge even mention snow). But, summer rubber. Put something half way descent M&S tires would go. Tire technology indeed advanced last half dozen years. know first time encountered run flats 330i (RWD). problems snow, made car ride like brick. run flats better days. Even season tires son's Fiesta wife's Accord better ones I've encountered 5 years ago. state, computers sensors today's cars, things pretty severe get stuck go flying weeds (barring shear stupidity driving) snow. Even rental cars get around ""base model"" tires. Spent lot time Logan Airport Lynn, Marlborough, Acton, Waltham, etc.....summer, winter, matter. Coming ""Big Dig"" challenge. Never got stuck. Never got sideways. Always rental car.",August 2014
"since Bimmerfest sample reference seem sure snow tire use widespread, sources basing statement on? Traction control electronic nannies call would seem lessen use snow tires degree. nannies good quality all-season tires led smaller smaller percentage snow tire users IMO. think small regions N.E. topography winter snowfall probably lends much higher percentage snow tire use areas. Anywhere mountains lots snowfall cross paths would make popular. probably 80% country see little use.",August 2014
never said widespread.,August 2014
null never widespread without fact -,August 2014
fairly pointless debate. Time move on.,August 2014
"strange interactions bloopers voice command system car? reporter would like talk you. Please send story pr@edmunds.com Wednesday, August 13, 2014.",August 2014
"still want know snow tires vs AWD pro drivers think interesting article popular machanics. Timely quote well "" Note warm climes: Snowbanks puffy cushiony."" http://www.popularmechanics.com/cars/news/industry/the-myth-of-the-all-powerful-all-wheel-drive-15202862",August 2014
"Never Would Thought Outcome: wouldn’t want think take advantage Audi dealer’s willingness throw keys new A3, A6, A7, Q5, Q7, S4, SQ5, S6 TT (who me?!) – I’ve really interested driving A8 S8’s R8’s almost always “sold cars,” besides since dealer knows either wife “in market,” I’d hate push putting position say “no” especially since we’ve 2014 “S” Audis months, years. full understanding currently market wife decided Saturday last day would test drive new Audi. thought long hard taking test drive either 2014 A6 3.0T 2015 A6 2.0T sport package lots options. cars lot “sold” cars. wife asked really, really wanted drive, now, could drive one car, immediately answered new “S6” – easy. minutes walking showroom door, handed keys 2014 S6 300 miles OD choice options: cold weather package, black wood aluminum trim, black interior panther black exterior. Also present: 20” wheel upgrade (from standard 19” inchers). Since designation S6’s Prestige, features car didn’t – top view camera example, automatic cruise control including stop go, etc. eye, sat down, behind wheel Batmobile (the color combo lot that) pressed start button immediately little impressed “awakening.” Unfortunately, car S6, S5, RS5 even S4. say unfortunately car clearly focused 90% luxury side sport-luxury. became even evident put car drive (which means “S” sport mode since set steering air suspension Dynamic (along engine transmission) using Audi-Drive-Select. ultimately changed steering Auto mode gives car super easy turns slow speed, tightens things considerably MPHs climb. Speaking climbing, got onto nearby Interstate (I-275 by-pass, eastbound) cruising along steady 60MPH – sudden, floored S6 counted three (one, two, three) – counted pretty quickly -- certainly 1, 2, 3! (think Sia) -- less three seconds. released accelerator completely looked speedometer see indicated 102MPH. sensation was, well, muted, subdued, suppressed – sublime. virtually drama, barely sound (angry engine otherwise) lingered all, coasting still showing indicated 90+-something speedo. next? Well, “punched” accelerator pedal another Sia-like one-two-three moment, signaled right rapidly rushing exit ramp, hit ramp incredible speed, barely “mashed” brake pedal get momentary sensation S6 impossibly instantaneously scrubbed 80 miles per hour (and almost magically seemed going backwards descent swift) damn near coasted stop nothing happened 1-second ago. Meanwhile, awaited traffic-light glow green. tried S6’s handling envelope using completely accurate totally made (therefore unscientific) routine driving faster faster faster circle, carving imaginary slalom barely nicking [also imaginary] orange cones. thing carves like hot knife buttah! little, much, body roll – hey, thing full-sized vehicle, remember. Here’s thing, test drive – time became thoroughly smitten – drove (in sequence) 2014 SQ5 next 2014 S4. Now, read mfgr’s published 0-60 numbers three “S” vehicles, S6 is, all, quickest three, on-paper. thing $58,000 S4 quiet, too, upgraded seats (which certainly seem similar S6’s) blurring differences -- S4 S6. B&O sound system edges S6’s Bose system small discernable difference, especially clarity department – B&O tweeters really impressive, Bose’s less so. S6 however, commands, no, demands attention – much Ibis White S4, seems bit less “presence” Panther Black S6. Regarding S6: want one, want one, want one – perhaps $68-$70,000 (as equipped), would actually say value really there. thing is, however, bottom line sticker $79,500+. (the S6) didn’t seem much car, even though would worth considering hocking family jewels taking second mortgage. loved S6, mean really loved car – isn’t worth (to me), far tell, $22,000 S4 $19,000 wife’s SQ5. emphasis performance, would possibly see money went – however, emphasis luxury, isolation stealth. S4 iron fist velvet glove it, S6 iron fist wrapped thick density foam velvet glove it. guess nearly 80 grand, folks might well prefer stealth show-off. think get that. Me? Well let’s say, I’d like bit sturm und drang.",August 2014
"Mark, vicariously you. Nice review, thanks.",August 2014
@markcincinnati‌ good- enjoyed lot,August 2014
quibble. 79K sticker way entry level!,August 2014
new mb C class- looks like mb decided bring added cost course - http://youtu.be/d6Oawpqklso First video I've seen,August 2014
Great post Mark!,August 2014
Mark....thanks. Good read comparo.,August 2014
"new Car & Driver tests almost S3 (and price point, ought ELLPS family). article opens closes suggesting S3 cannibalize sales S4. reading review, would mostly agree -- but, S6 S4 (that say way luxurious plenty go stop talent), would think next S4 get distance S3 virtue great gobs power (instead 333HP, 395 -- 100 S3 nice round number?) even luxury bits pieces. mean new S4 (or be) step either performance luxury -- Audi probably go decent power upgrade current S4, likely go huge dollop lux given brand's positioning. Perhaps RS4, great gobs new power large lumps added luxury. mean, really, satisfaction knowing S4 (and paid more), C&D right, folks S3 one asipire to. gawd, S3 price A4 -- loose bit trunk space rear leg room. folks drive car solo one front-seat adult passenger. thing lacking new S3 torque vectoring rear diff. surprise figured within model year so. One last thing, prediction: Given recent S6 test drive: new S6, whenever comes out, loose 2 pistons, manage power get better mileage V6, car less nose heavy, improving handling performance.",August 2014
"Mark, sat A3 yet? read rear seat pretty cramp adults like first gen A4. thought A3 way get people Audi fold offering lower entry point. BMW decided offer 320 thing, successful since 3 series sales 7% last year.",August 2014
sat A3 couple weeks ago. rear seat way cramped (leg room OK way short head room.),August 2014
"6'8""?",August 2014
6' even.,August 2014
"point regarding new A3/S3 (which driven, sat in) ""force"" A4/S4 move upscale terms luxury also get power S3 quicker S4. basis comments new C&D article C&D says S3 makes S4 irrelevant something akin that. seen S3 yet -- A3 would probably receive comments -- time aimed A4 -- author C&D piece S3. accept truth it, would seem Audi forced something keep A3/S3 siphoning customers A4/S4. Many folks buy/lease cars front seats see much adult duty -- rear seats may used adult, probably rarely. think A4/S4 bit cramped back seat -- A3, course, must quite cramped. But, cares 95% time driver maybe front seat passenger. Even take colleagues lunch probably would find issue A3 often short drive office lunch wagon. could A4/S4 -- add performance and/or add luxury -- Audi, would probably err side adding lux first, performance second (my point S6 far ""muted"" sporting vehicle, emphasizing luxury first -- even though screamer performance wise.) 2016 A4 line -- history repeats -- offer S4, rather come 2017. But, even A4 vs A3 A4 needing different enough A3 justify price. Size wheelbase, length, width, etc, alone (and I'm C&D here) enough make choice clear two -- A4 lead ""stuff"" lux stuff performance A3 one point time. Perhaps, 2015 S4 heavily discounted due birth S3 US next month -- get 'em hot year. may wrong throwing lot C&D, can't see A4/S4 development team alternative A3/S3 take A4/S4 upstream, speak. Please make argument contrary, would really love think A4 family hold own, differentiated sufficiently A3 keep A4 sales upward trajectory. see alternative A4 head top (of course likely mean stupid price delta ""erupt"" cars -- something like lamenting regarding price difference S4 S6.)",August 2014
"A4 ""luxury"" differentiated A3? Also Audi make Luxury? A3 size first gen A4, A3 small some, current A4 bigger roomier would fit people. One get 2L turbo engine A3 A4, think A4 get power boost, say 230-240hp range keep A3 current HP rating. S4, 333hp enough make faster S3 Audi either increase HP worry it. Again, people want bigger car S3 move S4, I'm sure items S3 get S4.",August 2014
"agree I'm 6' also, granted think A3 people want premium brand without paying premium price, since mid level A3 around 32K rougly medium cost new car today.",August 2014
"""I think A4 get power boost, say 230-240hp "" I'm sure 10 hp advantage drive sales.",August 2014
"New s3 vs older s4 agree buying new 6months ago s3 around would def take huge look even smaller size. 3 people car - 4 people never, mostly me.",August 2014
"Even without ""3"" Audi would be/will hard pressed increase content A4/S4 (either optionally standard equipment). Sitting back seat A3 something would want do, granted -- I'd rather sit back seat current A4 either. Now, then, comment might suggest Audi enlarge A4 -- guess would temptation that; A4L China (at least) sure. Making A4/S4 luxury, high-tech contented is, think (I secret insider info) virtually inevitable -- competition A3/S3, competition market itself.",August 2014
"@markcincinnati‌ - agree a4 should/will move seems new C class done new Cla arrived - audi smaller sedan- a4 moves up- bmw I'm guessing new 1 class point move 3. -on side note I'm amazed many different classes cars Bmw - GTs, coupes, converts, wagons, SUVs, weird looking SUVs, 5 door coupes , (where pickup?) - car Idea make think pretty cool-",August 2014
"quest ""Swiss-army knife"" car models soldiers on. car four-door coupe, CUV, convertible hot rod rolled one day now. cue comes, somewhat, Porsche Macan -- figure make roof retract George think they'll it!",August 2014
Nissan tried murano - know that's answer,August 2014
"opinion dynamic pricing cars? would like share opinion car pricing dependent factors like availability consumer demand (much way plane tickets hotel rooms priced), please send daytime contact info pr@edmunds.com later Friday, 8/1/14 1 p.m. PT/4 p.m. ET.",August 2014
"Funny ask this, prices 2015 CLA C class cars... blog.caranddriver.com/price-check-mercedes-prices-all-new-2015-c-class-sedan-gla-class-crossover/",August 2014
"FN...thanks that. C400 sounds tasty. $50K? Loaded? Twin turbo V6? Yeah, I'd like that.",August 2014
issue MB sport suspension sporty. time tell hit market cars get reviewed.,August 2014
"FN....no disagreement Benz. But, based sister's C350 sport, tuned vast majority drivers would like sports sedan tuned. frankness, BMW moving towards type tuning BMW Audi slowly going towards last years. 350 ""sport sedan King"" according trade rags.....a Lexus. Go figure! interesting C400 finally hits streets. looks $5K-$7K less comparable 335ix S4, get Mercedes sports sedan.",August 2014
links Benz 2015 USA-based coupes?,August 2014
"seen anything coupe specifically. MB general '15 C Class page, though.",August 2014
"I'm going help friend shop Benz next month so. He's undecided new C class off-lease older E class. suppose wisdom choices. careful influence decision, rather ""inform"" it.",August 2014
"talked before, 5-7K wont make difference people 50+K price range. People like MB buy MB like BMW BMW, shop price lone really care drive... One right wrong, want important time.",August 2014
FN.....gotta disagree. think price delta matters shopping price range. I'm case point.,August 2014
Price def matters - 10% difference means lot. like people talk cross shopping 35k gets little mixed mainstream loaded sedans verse barebones sudo lux.,August 2014
"Graphic stated, that, ""there people shop price really care BMW, Audi, MB Lexus.... look Mr. 28 Audi's part get Audi matter could gotten MB $30 less month.",August 2014
"Graphic go, drive test new Acrua TLX.. caranddriver.com/news/2015-acura-tlx-24l-35l-35l-sh-awd-first-drive-review",August 2014
Here's another: http://www.autoblog.com/2014/08/04/2015-acura-tlx-first-drive-review/,August 2014
"Thanks FN M6....looks like Acura winner hands. make point plopping 328/335 similarly equipped similar performance going run way price scale. And, pointed out, like Audi BMW, Acura's style evolutionary, revolutionary. previously mentioned, want hold onto TL SH AWD least warranty up....which another couple years. stands, I've two oil changes two tire rotations 17,000 miles. That's it. think maintenance cost $140 1.5 years I've it. top shopping list time comes, though.",August 2014
"Opprtune posting....my Acura sales guy got two TLXs stock....one 4 cyl, one 6. test drove both. give impressiosns time.",August 2014
nice. trust reports magazines!,August 2014
"@graphicguy‌ Great write 435i & C350. things current (outgoing) C going it. Good old hydraulic, belt driven, power steering. adaptive suspension reacts road conditions & steering inputs (electronically). MB big company throw major incentives form trunk money, cheap financing, & attractive lease rates. agree price factor, even get north $50K.",August 2014
"Stick....thanks. Get way front, TLX looks much better person pics I've seen. Dealer two cars....one black sweet dark saddle interior. really like combo. one white black interior. interiors big upgrade mine, pretty much turns leader segment. controls move precision smoothness lead pack. 4 8 speed, dual clutch trans. Fun drive. DCT performs extremely well. Steering light, precise. tightens well gain speed....very linear. Gun it, leaps. Quick, firm shifts ""blip"" matching revs. roomy inside TL. say shorter front rear overhangs. Maybe. sure. Plenty rear seat room. Seat pants tells 0-60 around 6-6.5 secs. Leather good...better fake stuff brands tout. Better premium leathers premium brands. Dual screens...top one NAV. Bottom one audio HVAC. car compete well 4 cyl A4s, 320/8i, C300 4 cyl. V6 FWD Advance. loaded car I've ever driven. 9 speed push button trans. always right gear run redline every gear. snap gear firmly....right now! Great seats, high quality materials. Super quiet. Again...steering light tightened speed. Suspension really refined sophisticated...comparable much expensive car. Nothing seems upset it....and tried. expect 0-60 low mid 5s. Like 4, loves run sounds/feels smooth, typical Acura motors. seem want run hard. P-AWS slick....you point.....it goes...no drama, understeer well controlled....as fast dare go. saw MSRP V6 Advance.....~$42K. sure 4 cyl. includes ELS surround system (best I've heard car), lane keeping, intelligent cruise, sunroof, really nice leather, remote start...everything. BMW 3 4, A/S4, C class would easily cost extra $10K $15K something similar. Dealer said Acura giving $1,500 discount $500 ""add-ons"" anyone trading '08 up. two demos (which drove). sold 4 got stock Last weekend. car going hit. Plus, headlights really cool.",August 2014
"Makes want one. 4 would plenty me. 2 weeks back service salesman said giving preorder discount, plus $500 ad dons put deposit get list. sound like could hit.",August 2014
"stick....I see 4 cyl volume leader. That's whole lot car mid-high $30s. Plus, fun drive...built good anything I've ever driven...that includes pretty nice cars. sales man, given job sell cars, tried get trade. can't. car ""too hot"" right skinny deal. Anyone market segment owes put TL top shopping list, though.",August 2014
"Accord EXL Navi vs. Acura TLX Tech Since love built-in navi, comparison Accord EXL Navi ($30,835) Acura TLX Tech Package ($35,025), we're looking difference $5k. know get good discount TLX anything close get Accord need wait c. 4-6 months production ramp up. wait. 2008 Accord EXL navi 5MT working quite well, still HondaCare warranty way Jan. 2016. Here's subjective evaluation feature TLX might ""worth"" personally, compared Accord EXL navi. admit, yet car, trust Honda/Acura create good quality product, since I've owned 3 Accords good experiences them.... 8-speed dual-clutch transmission compared CVT: $1000 206 hp engine compared 185 Accord: $600 PAWS precision all-wheel steering: $600 larger performance tires/better alloy wheels: $600 Upgraded brakes (320mm vs. 292mm): $400 440-watt ELS Studio surround 10-speaker: $800 JewelEye LED headlights $300 60/40 split fold seats: $300 Premium interior including Milano leather: $800 nice exterior+structural upgrades: $800 longer warranty: $400 tilt mirrors: $200 paddle shifters: $300 Real Time Traffic: $200 Rain sensing wipers: $200 Blind Spot Info system: $300 Lane Keeping Assist: $300 Rear Cross Traffic Monitor: $300 Driver's side Knee airbag: $300 Integrated Dynamic System (Econ, Normal, Sport, Sport +): $400 -$600 LaneWatch comes Accord Acura. stuff idea I'd like. Lane Keeping Assist? hope pay attention drive (wish everyone would hang-up drive), maybe useful....? Rain sensing wipers? Surely I'm lazy blind can't turn wipers on?? put much those. imagine Acura engineer looking much time $ cost put would annoyed me. great sound system like award-winning ELS set-up worth lot me. Quite possibly I'm still missing things. anyway, admitting subjective total guess (since yet driven TLX), based strong reviews, well strong trust Honda/Acura upgrade TLX seems ""worth it"" me. fact, seems add to: c. $8500 imaginary dollars ""worth it"" c. 5k price. Seems like Acura trying get back game making TLX lot car lot tech money. Sorry long....",August 2014
"Benjamin....those us remember Acura got U.S. luxury car market exact thing they're now. They're putting feature tech rich car, competes drivetrain suspension rivals (sometimes exceeds) much expensive German counterparts. Looks like they're getting back winning formula.",August 2014
"Yes. remember admiring original Legend 1986 college reasons. one's size Legend too. maybe I'll get TLX little ghost ""Legend"" all. seem represent great value money. made Ohio plus!+++ three Accords made Marysville, great cars.",August 2014
"@graphicguy‌ I'm checking standard features ""base"" model $30,995 digging it. Wheel Steering, Bluetooth, Backup Camera, Dual Clutch Gearbox. Although like 18"" Wheels V6 model better. TLXs hit streets, going nice used 2013 - 2014 TL SH AWDs getting traded & leases ending mid-high $20s.",August 2014
"trying push me, Bradd?",August 2014
"nyccarguy says, entry-level Acura TLX quite lavishly equipped $31k. curiosity, priced-out BMW 320i (but far all) equipment TLX Tech Pkg. BMW 320i came $42.5k, yet still missing several things found Acura.",August 2014
"love enthusiasm acura- yeah- getting back someone noted- much cheap another wrote- best quote someone said looks like good deals coming. 13-14 TL sh cars , cars sell begin with. Hello - acura needs show enthusiast something. Infact need show general buying public something- something car cheaper - performs (including mpg) also looks good- seen tested one- another acura lover reading article says - http://www.nydailynews.com/autos/latest-reviews/beauty-queen-valedictorian-2015-acura-tlx-earns-high-marks-luxury-sedan-segment-article-1.1891166 Car forgot stuff- 1) Looks - 2) performance - 3) mpg ""volume leader"" last TL got lapped every car sales- performance looks- even thou like believe car actually looked good -(after compliments, really?) last tsx better current accord ""all benjimens"" looking at. respect review past TL owneder wait professionals comparo test, also eye test huge (like [non-permissible content removed] grill last TL)-will actually look ok, get certain colors order escape elephant man car select leased?",August 2014
Maybe hold another year & half business;).,August 2014
"people want FWD car others want RWD,",August 2014
"live desert, right? north east (and north, mid west) almost one buys RWD. Would AWD. Heck, NJ, basically can't find new RWD stock dealers. Everything AWD.",August 2014
@benjaminh right excuse 10k difference - RWD important sure bot auto standard suspension set certainly awd seen cheapo 320 without east. bmw pay badge sure.,August 2014
"Bradd....I'm going anywhere..... FN.....Until sister, test driving 320i/8i, see appeal 320i. Driving one, priority stop light wars, well made, good handling car, 320i offers attributes. Gotta say, get car careful options list, mid-high $30s, worry about, all, anything, 4 years, that's appealing. Lots reviews coming TLS. Seems press cars sort glitch there's hesitation coming line first hit gas. experience that. 4 6 cvl pulled strongly throttle tip in. estimate 0-60 low 5 sec range, add second 4 cyl. fastest? No. But, competitive ATS CTS, A4, A6 (4 cyl), Infiniti Q (pick one), Lexus IS/ES. Unless go blown V6 (like S4/A6) turbo'd BMW motors (at much higher cost), right line field. And, climb price ladder quite bit really get significantly better performance. But, suspension car really shines. feels sophisticated anything I've ever driven. trumps BMW BMW's game. Ride/handling superb. Acuras notorious holding great resale. see trend continuing. back top tech heap, too. Good looking interior high quality build materials. short, feels much expensive is. tell like new TLS?",August 2014
Usually someone likes something much remember name. LOL.,August 2014
Data point: 30K mile service Infiniti G37X quoted $530.,August 2014
"live NE want RWD car get them, might take little longer it. interesting reading BIMMERfest people bought RWD cars snow belt issues getting around snow. really necessary AWD cars?",August 2014
@kyfdx - strip couple items 30k service must need items significantly cheaper - filters wipers myself- car basically needs tires oil- experience 39k pretty good.,August 2014
"might necessary, dealers feel is. least buyers brainwashed.",August 2014
